FeatureCode,DateCode,Measurement,Units,Value,Distance to Nearest Green or Blue Space,Age,Gender,Urban Rural Classification,SIMD quintiles,Type Of Tenure,Household Type,Ethnicity
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.3,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.3,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000017,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.2,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,2017,Percent,Percent Of Adults,23,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000005,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.8,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000005,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.0,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,12,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.6,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.0,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000026,2018,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000017,2018,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.8,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000021,2018,Percent,Percent Of Adults,30,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000021,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000026,2014,Percent,Percent Of Adults,6,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000030,2016,Percent,Percent Of Adults,18,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000035,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.7,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.2,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000030,2013,Percent,Percent Of Adults,23,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000033,2018,Percent,Percent Of Adults,24,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,2018,Percent,Percent Of Adults,27,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.4,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.0,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000017,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.8,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.1,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000027,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.2,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000029,2016,Percent,Percent Of Adults,17,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000041,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.9,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000010,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.3,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000018,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.7,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000030,2016,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,2017,Percent,Percent Of Adults,15,An 11 minute walk or more,All,All,All,All,All,All,All
S12000029,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.1,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000047,2014,Percent,Percent Of Adults,9,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.1,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000047,2014,Percent,Percent Of Adults,15,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000018,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.1,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.5,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000041,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.7,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000020,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.0,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,2017,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000020,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.0,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000042,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.1,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.4,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000020,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.2,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000026,2017,Percent,Percent Of Adults,9,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000030,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,2.3,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.4,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000030,2013,Percent,Percent Of Adults,23,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,25,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,2013,Percent,Percent Of Adults,11,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.7,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000019,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.1,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000017,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,14,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000019,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.0,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000013,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000026,2014,Percent,Percent Of Adults,4,An 11 minute walk or more,All,All,All,All,All,All,All
S12000018,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.8,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000033,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.6,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000014,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.1,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000023,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.3,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000023,2018,Percent,Percent Of Adults,11,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.4,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000047,2014,Percent,Percent Of Adults,8,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000041,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000017,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000045,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.3,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000010,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.4,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000021,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,22.9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000047,2014,Percent,Percent Of Adults,13,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000047,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.5,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000038,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.5,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.9,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000014,2013,Percent,Percent Of Adults,16,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000041,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.2,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000030,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.1,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000042,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.5,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000042,2018,Percent,Percent Of Adults,22,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000039,2016,Percent,Percent Of Adults,23,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000014,2013,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,13.7,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000017,2015,Percent,Percent Of Adults,7,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000014,2013,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000006,2015,Percent,Percent Of Adults,10,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000006,2015,Percent,Percent Of Adults,7,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.3,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,11,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,9,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000017,2015,Percent,Percent Of Adults,8,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000041,2018,Percent,Percent Of Adults,15,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.5,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000041,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.9,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000020,2016,Percent,Percent Of Adults,13,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.9,An 11 minute walk or more,All,All,All,All,All,All,All
S12000039,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,50.0,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000013,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.5,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000041,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.9,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,2018,Percent,Percent Of Adults,11,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000013,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.6,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000013,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.8,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000014,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.6,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000036,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,27,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000045,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,22.3,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000045,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.5,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000013,2016,Percent,Percent Of Adults,11,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.3,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.7,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000040,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.2,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000036,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.2,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000040,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.2,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000014,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.1,An 11 minute walk or more,All,All,All,All,All,All,All
S12000017,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,2.5,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000039,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.4,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000014,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.4,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000041,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.4,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000036,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.1,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000014,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,22.0,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000030,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.0,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.7,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.9,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000039,2016,Percent,Percent Of Adults,38,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000014,2016,Percent,Percent Of Adults,9,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000017,2015,Percent,Percent Of Adults,12,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000035,2018,Percent,Percent Of Adults,11,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000036,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.2,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000036,2018,Percent,Percent Of Adults,21,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000040,2017,Percent,Percent Of Adults,26,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000014,2013,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.8,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000040,2017,Percent,Percent Of Adults,25,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000040,2017,Percent,Percent Of Adults,25,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2017,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000017,2015,Percent,Percent Of Adults,12,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000039,2018,Percent,Percent Of Adults,30,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000038,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,40.0,Within a 6-10 minute walk,All,Female,All,All,All,All,All
